Index,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
590,Paris,FR,2022-10-28 18:35:11,48.8534,2.3488,68.77,82,0,5.75
591,Buchanan,LR,2022-10-28 18:38:27,5.8808,-10.0467,78.55,86,67,4.05
592,Bilma,NE,2022-10-28 18:38:27,18.6853,12.9164,77.5,19,0,9.26
593,Akureyri,IS,2022-10-28 18:38:28,65.6835,-18.0878,30.13,86,0,2.3
594,Sorochinsk,RU,2022-10-28 18:38:28,52.4338,53.1583,34.84,63,100,6.11
595,Curuca,BR,2022-10-28 18:38:30,-0.7289,-47.8481,89.06,51,100,11.25
596,Buraydah,SA,2022-10-28 18:34:59,26.326,43.975,79.25,16,1,8.68
597,Nuuk,GL,2022-10-28 18:38:30,64.1835,-51.7216,39.81,100,100,36.82
598,Port Blair,IN,2022-10-28 18:34:04,11.6667,92.75,81.12,79,100,8.25
599,Sucre,BO,2022-10-28 18:35:44,-19.0333,-65.2627,75.2,23,1,16.04
600,Puerto Leguizamo,CO,2022-10-28 18:38:31,-0.1934,-74.7819,85.48,68,100,0.13
601,Maku,IR,2022-10-28 18:38:32,39.2911,44.4521,51.13,60,19,2.53
602,Mpika,ZM,2022-10-28 18:38:33,-11.8343,31.4529,70.57,30,0,5.84
603,Junin,AR,2022-10-28 18:38:34,-34.5838,-60.9433,89.89,30,100,9.64
604,Kizema,RU,2022-10-28 18:38:34,61.113,44.8302,40.5,96,100,7.58
605,Awjilah,LY,2022-10-28 18:39:35,29.1081,21.2869,71.67,36,0,7.23
606,Guarapari,BR,2022-10-28 18:35:06,-20.6667,-40.4975,81.9,76,0,17.74
607,Kotelnich,RU,2022-10-28 18:39:35,58.3089,48.348,35.71,92,100,9.6
608,Venice,US,2022-10-28 18:37:55,27.0998,-82.4543,90.1,73,2,7.0
609,Plouzane,FR,2022-10-28 18:39:37,48.3833,-4.6167,57.52,91,75,9.22
610,Phalaborwa,ZA,2022-10-28 18:39:37,-23.943,31.1411,70.88,62,82,15.93
611,Beder,DK,2022-10-28 18:39:38,56.0602,10.2118,58.75,93,100,13.76
612,Santa Maria,BR,2022-10-28 18:39:39,-29.6842,-53.8069,85.3,30,0,3.44
613,Strezhevoy,RU,2022-10-28 18:39:39,60.7333,77.5889,27.81,97,100,9.37
614,Platanos,GR,2022-10-28 18:39:40,37.6667,21.6167,67.08,61,0,6.67
615,Gatehouse Of Fleet,GB,2022-10-28 18:39:40,54.882,-4.1843,56.14,89,73,18.52
616,Muli,MV,2022-10-28 18:39:41,2.9167,73.5667,80.98,82,100,12.86
617,Port-Gentil,GA,2022-10-28 18:39:42,-0.7193,8.7815,79.41,86,100,10.56
618,Crown Point,US,2022-10-28 18:35:00,41.417,-87.3653,60.93,52,0,3.44
619,San Andres,CO,2022-10-28 18:39:42,12.5847,-81.7006,87.82,62,40,9.22
620,Richards Bay,ZA,2022-10-28 18:39:43,-28.783,32.0377,69.46,66,100,11.14
621,Requena,ES,2022-10-28 18:39:43,39.4883,-1.1004,58.51,70,100,5.19
622,Boiro,ES,2022-10-28 18:39:44,42.65,-8.9,68.54,77,100,19.17
623,Porciuncula,BR,2022-10-28 18:39:44,-20.9628,-42.0408,87.64,51,69,3.02
624,Khalkhal,IR,2022-10-28 18:39:45,37.6189,48.5258,46.54,92,99,5.73
625,Bhatkal,IN,2022-10-28 18:39:45,13.9667,74.5667,80.13,66,100,6.44
626,Paragominas,BR,2022-10-28 18:39:46,-2.9667,-47.4833,96.42,29,100,6.73
627,Puerto Del Rosario,ES,2022-10-28 18:39:47,28.5004,-13.8627,76.75,69,20,5.75
628,Babanka,UA,2022-10-28 18:39:48,48.7097,30.4483,50.74,83,100,5.95
629,Lekoni,GA,2022-10-28 18:39:49,-1.5843,14.2591,69.96,93,100,2.59
630,Torres,BR,2022-10-28 18:39:49,-29.3353,-49.7269,80.83,68,0,8.9
631,Amot,NO,2022-10-28 18:39:50,59.5714,7.9877,51.76,99,100,3.89
632,Vendome,FR,2022-10-28 18:39:51,47.8,1.0667,66.49,66,100,4.43
633,Sol-Iletsk,RU,2022-10-28 18:39:51,51.1631,54.9918,34.32,53,100,6.46
634,Sao Joao Da Barra,BR,2022-10-28 18:39:52,-21.6403,-41.0511,86.09,79,44,21.9
635,Cullman,US,2022-10-28 18:35:16,34.1748,-86.8436,73.08,54,0,8.05
636,Burlatskoye,RU,2022-10-28 18:39:53,45.0564,43.635,46.09,79,82,8.48
637,Sfantu Gheorghe,RO,2022-10-28 18:34:55,45.8667,25.7833,53.26,85,62,2.19
638,Emet,TR,2022-10-28 18:39:55,39.343,29.2585,46.89,66,0,5.28
639,Alice Town,BS,2022-10-28 18:39:56,25.7167,-79.3,80.47,70,3,15.5
640,Catamarca,AR,2022-10-28 18:38:40,-28.4696,-65.7852,101.07,19,0,7.0
641,Lahij,YE,2022-10-28 18:39:57,13.1667,44.5833,74.91,71,0,4.5
642,Calinesti,RO,2022-10-28 18:39:58,44.8167,25.05,54.48,65,20,3.98
643,Bocana De Paiwas,NI,2022-10-28 18:39:58,12.7857,-85.1227,82.02,68,5,6.87
644,Mapiripan,CO,2022-10-28 18:40:00,2.8892,-72.1256,86.41,69,85,4.61
645,Albany,US,2022-10-28 18:36:10,42.6001,-73.9662,53.78,48,100,2.57
646,Tulum,MX,2022-10-28 18:35:38,20.2167,-87.4667,86.56,56,7,6.38
647,Yazd,IR,2022-10-28 18:40:01,31.8972,54.3675,66.31,24,40,2.3
648,Harper,LR,2022-10-28 18:40:01,4.375,-7.7169,77.88,87,48,5.06
649,Semnan,IR,2022-10-28 18:40:02,35.5729,53.3971,63.28,37,54,3.56
650,Sarab,IR,2022-10-28 18:41:02,38.6066,44.9883,55.27,49,13,4.63
651,Sorkjosen,NO,2022-10-28 18:41:03,69.8,20.9333,37.4,81,75,6.91
652,Trelew,AR,2022-10-28 18:37:04,-43.249,-65.3051,64.58,16,100,31.07
653,Tamandare,BR,2022-10-28 18:41:04,-8.7597,-35.1047,80.55,67,62,11.36
654,Nizhniy Odes,RU,2022-10-28 18:41:05,63.6445,54.856,16.16,99,93,4.18
655,Nata,PA,2022-10-28 18:41:06,8.3333,-80.5167,80.47,69,54,4.68
656,San Matias,BO,2022-10-28 18:41:06,-16.3667,-58.4,92.88,45,100,4.43
657,Moyale,KE,2022-10-28 18:41:07,3.5167,39.0584,67.66,78,92,4.83
658,Agropoli,IT,2022-10-28 18:41:08,40.3469,14.9966,69.08,65,0,4.0
659,Watford,GB,2022-10-28 18:41:08,51.6553,-0.396,59.25,81,0,5.75
660,Chyhyryn,UA,2022-10-28 18:41:09,49.0838,32.6555,50.47,79,98,6.31
661,Chalakudi,IN,2022-10-28 18:41:09,10.304,76.3361,78.71,89,40,3.44
662,Porto Novo,BJ,2022-10-28 18:41:10,6.4965,2.6036,82.22,80,100,5.14
663,Sambava,MG,2022-10-28 18:41:11,-14.2667,50.1667,71.37,80,22,3.33
664,Fomboni,KM,2022-10-28 18:41:12,-12.28,43.7425,77.76,77,5,12.84
665,Pandamatenga,BW,2022-10-28 18:41:13,-18.5278,25.627,78.17,39,5,3.78
666,Saint-Francois,FR,2022-10-28 18:41:13,46.4154,3.9054,63.84,82,0,0.0
667,Marsa Matruh,EG,2022-10-28 18:41:14,31.3525,27.2453,71.8,64,0,8.05
668,Keuruu,FI,2022-10-28 18:41:14,62.2667,24.7,48.38,93,100,5.95
669,Sohag,EG,2022-10-28 18:41:14,26.557,31.6948,77.29,39,0,9.1
670,Nouadhibou,MR,2022-10-28 18:41:15,20.931,-17.0347,76.98,57,0,13.8
671,Lagoa Vermelha,BR,2022-10-28 18:41:15,-28.2086,-51.5258,74.43,54,0,4.23
672,Betioky,MG,2022-10-28 18:41:17,-23.7167,44.3833,73.62,68,91,8.37
673,Madison,US,2022-10-28 18:36:35,34.7334,-86.5667,73.45,55,40,11.01
674,Ondangwa,NA,2022-10-28 18:41:18,-17.9167,15.95,87.8,20,59,9.22
675,Pokhara,NP,2022-10-28 18:41:18,28.2333,83.9833,60.84,64,1,5.41
676,Nakasongola,UG,2022-10-28 18:41:19,1.3089,32.4564,66.54,89,73,1.99
677,Lagunas,PE,2022-10-28 18:41:20,-5.2269,-75.6753,83.86,81,100,1.95
678,Hassleholm,SE,2022-10-28 18:41:21,56.1591,13.7664,58.78,95,100,4.63
679,Sebinkarahisar,TR,2022-10-28 18:41:21,40.2883,38.4236,40.08,77,16,4.61
680,Marsaxlokk,MT,2022-10-28 18:41:23,35.8419,14.5431,71.08,83,20,4.61
681,Verkhnyaya Inta,RU,2022-10-28 18:41:24,65.9811,60.3094,19.9,96,99,9.73
682,Chelbasskaya,RU,2022-10-28 18:41:25,45.9792,39.3719,48.02,75,10,5.12
683,Cabo Rojo,PR,2022-10-28 18:41:25,18.0866,-67.1457,86.09,76,100,5.99
684,Conakry,GN,2022-10-28 18:41:26,9.538,-13.6773,81.97,81,79,8.52
685,Serpa,PT,2022-10-28 18:41:26,37.9458,-7.5975,73.36,60,99,9.51
686,San Marcos,US,2022-10-28 18:38:33,33.1434,-117.1661,78.96,62,0,5.75
687,Mazamari,PE,2022-10-28 18:41:27,-11.3258,-74.5308,89.65,51,97,1.28
688,Pimentel,PE,2022-10-28 18:41:29,-6.8367,-79.9342,70.09,64,0,16.11
689,Ourinhos,BR,2022-10-28 18:41:29,-22.9789,-49.8706,89.94,36,8,7.31
690,Willowmore,ZA,2022-10-28 18:41:30,-33.2926,23.4895,55.29,77,39,17.85
691,Timra,SE,2022-10-28 18:41:31,62.487,17.3257,44.67,100,100,3.44
692,Itacarambi,BR,2022-10-28 18:41:32,-15.1022,-44.0919,98.2,16,68,6.22
693,Grootfontein,NA,2022-10-28 18:41:33,-19.5667,18.1167,74.77,41,20,3.44
694,Karatau,KZ,2022-10-28 18:41:33,43.1667,70.4667,41.99,72,100,3.6
695,Tessalit,ML,2022-10-28 18:41:34,20.1986,1.0114,78.31,15,0,11.77
696,Ilinskiy,RU,2022-10-28 18:41:34,55.619,38.1182,46.78,93,75,0.0
697,Sharlyk,RU,2022-10-28 18:41:35,52.9167,54.75,31.6,63,100,6.31
698,Bredy,RU,2022-10-28 18:42:35,52.4153,60.3411,17.08,88,90,4.68
699,Bekhteyevka,RU,2022-10-28 18:42:36,50.8072,37.2085,47.3,78,100,2.66
700,Nanga Eboko,CM,2022-10-28 18:42:36,4.6833,12.3667,69.49,97,100,2.53
701,Antananarivo,MG,2022-10-28 18:42:37,-18.9137,47.5361,66.16,72,75,5.75
702,Isla Mujeres,MX,2022-10-28 18:42:37,21.2311,-86.731,80.65,74,11,8.32
703,Balkhash,KZ,2022-10-28 18:42:38,46.844,74.9804,35.13,52,5,13.29
704,Kasongo-Lunda,CD,2022-10-28 18:42:39,-6.4667,16.8167,73.02,92,89,2.21
705,Sabzevar,IR,2022-10-28 18:42:39,36.2126,57.6819,60.08,48,0,0.0
706,Turayf,SA,2022-10-28 18:42:40,31.6725,38.6637,68.25,45,0,4.61
707,Rurrenabaque,BO,2022-10-28 18:42:40,-14.4413,-67.5278,91.09,70,75,0.0
708,Mahon,ES,2022-10-28 18:42:41,39.8885,4.2658,68.56,88,0,5.75
709,Batticaloa,LK,2022-10-28 18:42:42,7.7102,81.6924,77.95,75,30,4.23
710,Buritis,BR,2022-10-28 18:42:42,-15.6178,-46.4233,91.99,26,79,4.38
711,Betul,IN,2022-10-28 18:42:43,21.9153,77.8961,64.63,53,0,3.4
712,Mortka,RU,2022-10-28 18:42:43,59.3322,66.0214,30.0,84,86,4.18
713,Rincon,US,2022-10-28 18:42:16,32.296,-81.2354,73.36,56,75,9.22
714,Am Timan,TD,2022-10-28 18:42:44,11.0297,20.2827,80.78,28,100,2.08
715,Afsin,TR,2022-10-28 18:42:45,38.2477,36.914,49.15,45,5,3.94
716,Muzaffarabad,PK,2022-10-28 18:42:45,34.37,73.4711,61.38,49,0,4.74
717,Wattegama,LK,2022-10-28 18:42:46,6.7989,81.4808,73.83,80,34,2.91
718,Quilmana,PE,2022-10-28 18:42:46,-12.95,-76.3833,70.27,62,35,9.95
719,Angoche,MZ,2022-10-28 18:42:46,-16.2325,39.9086,77.0,83,0,13.24
720,Micheweni,TZ,2022-10-28 18:42:47,-4.9667,39.8333,76.26,86,29,8.3
721,Tonekabon,IR,2022-10-28 18:42:48,36.8163,50.8738,62.55,86,89,2.93
722,Lujan,AR,2022-10-28 18:42:48,-34.5703,-59.105,93.02,29,47,8.01
